"","imID","klass","H3label","H2label","H1label","H3class","H2class","H1class","label","x","y","width","height","image"
"87c467d3-abca-482f-ad80-3766c21b1bb3","87c467d3-abca-482f-ad80-3766c21b1bb3",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",105,211,622,351,"0864/87c467d3abca482fad803766c21b1bb3.jpg"
"87f38f18-48a2-4de3-b24b-70630e8b6ca0","87f38f18-48a2-4de3-b24b-70630e8b6ca0",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",79,200,711,550,"0873/87f38f1848a24de3b24b70630e8b6ca0.jpg"
"88332154-eb40-4547-9ee5-b859d4c9e2f6","88332154-eb40-4547-9ee5-b859d4c9e2f6",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",354,179,379,428,"0747/88332154eb4045479ee5b859d4c9e2f6.jpg"
"887bc2b4-733c-4d42-8910-661e93afe034","887bc2b4-733c-4d42-8910-661e93afe034",874,"Perching Birds","Wood-Warblers","Blackburnian Warbler",22,207,564,"Blackburnian Warbler",142,113,826,521,"0874/887bc2b4733c4d428910661e93afe034.jpg"
"88fdc274-44fb-4da4-b146-7f021fa5222c","88fdc274-44fb-4da4-b146-7f021fa5222c",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",152,206,611,361,"0964/88fdc27444fb4da4b1467f021fa5222c.jpg"
"8960bf05-34df-4a86-a9b2-6087c70e61d3","8960bf05-34df-4a86-a9b2-6087c70e61d3",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",402,109,471,374,"0885/8960bf0534df4a86a9b26087c70e61d3.jpg"
"896d1b22-fbda-461c-9575-2f28f9f2072e","896d1b22-fbda-461c-9575-2f28f9f2072e",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",230,96,419,471,"0958/896d1b22fbda461c95752f28f9f2072e.jpg"
"8993d166-c8ae-43f6-b269-9e8bd3379d57","8993d166-c8ae-43f6-b269-9e8bd3379d57",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",468,96,452,396,"0757/8993d166c8ae43f6b2699e8bd3379d57.jpg"
"89cde299-1108-4ac3-a1dd-60ef821ac994","89cde299-1108-4ac3-a1dd-60ef821ac994",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",270,258,644,435,"0965/89cde29911084ac3a1dd60ef821ac994.jpg"
"89ce15d5-a3da-4a62-ac9f-c28a9273bf33","89ce15d5-a3da-4a62-ac9f-c28a9273bf33",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",311,131,639,529,"0757/89ce15d5a3da4a62ac9fc28a9273bf33.jpg"
"89d3b943-cd14-4786-a7b8-0e9a695cf0e3","89d3b943-cd14-4786-a7b8-0e9a695cf0e3",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",243,64,486,468,"0761/89d3b943cd144786a7b80e9a695cf0e3.jpg"
"89d8c48b-8bde-42ed-ae71-de669b15ea34","89d8c48b-8bde-42ed-ae71-de669b15ea34",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",89,173,600,436,"0885/89d8c48b8bde42edae71de669b15ea34.jpg"
"89f5c48d-b82a-484a-8633-1570d4f1d400","89f5c48d-b82a-484a-8633-1570d4f1d400",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",338,155,462,486,"0873/89f5c48db82a484a86331570d4f1d400.jpg"
"8a0466ed-176a-4061-a834-f3aa7babeafb","8a0466ed-176a-4061-a834-f3aa7babeafb",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",362,161,558,425,"0963/8a0466ed176a4061a834f3aa7babeafb.jpg"
"8a58557a-9d70-4125-82cc-993298ed3970","8a58557a-9d70-4125-82cc-993298ed3970",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",380,128,488,437,"0747/8a58557a9d70412582cc993298ed3970.jpg"
"8a77f1d8-3435-4967-986d-ef3d633972fd","8a77f1d8-3435-4967-986d-ef3d633972fd",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",320,180,563,448,"0968/8a77f1d834354967986def3d633972fd.jpg"
"8a8c3109-5c92-4e01-83da-c7540d511ce9","8a8c3109-5c92-4e01-83da-c7540d511ce9",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",363,206,457,459,"0747/8a8c31095c924e0183dac7540d511ce9.jpg"
"8a92e21b-6a32-4e4a-a445-2d5a487ed0a4","8a92e21b-6a32-4e4a-a445-2d5a487ed0a4",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",243,124,392,429,"0860/8a92e21b6a324e4aa4452d5a487ed0a4.jpg"
"8aac89d5-f906-4477-acaa-2fab6b41b987","8aac89d5-f906-4477-acaa-2fab6b41b987",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",206,245,423,356,"0798/8aac89d5f9064477acaa2fab6b41b987.jpg"
"8ab56efe-fef0-45cc-ab57-82597f83b26a","8ab56efe-fef0-45cc-ab57-82597f83b26a",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",105,199,534,533,"0756/8ab56efefef045ccab5782597f83b26a.jpg"
"8ac60da9-c547-48ae-963f-a84fc20a130c","8ac60da9-c547-48ae-963f-a84fc20a130c",869,"Perching Birds","Wood-Warblers","MacGillivray's Warbler",22,207,305,"MacGillivray's Warbler",233,46,566,511,"0869/8ac60da9c54748ae963fa84fc20a130c.jpg"
"8aea7b30-17b5-4002-8cd5-573561a0804e","8aea7b30-17b5-4002-8cd5-573561a0804e",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",414,96,576,362,"0964/8aea7b3017b540028cd5573561a0804e.jpg"
"8b4d722a-a2ec-4a35-8106-38acf1535b7c","8b4d722a-a2ec-4a35-8106-38acf1535b7c",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",230,157,703,448,"0963/8b4d722aa2ec4a35810638acf1535b7c.jpg"
"8b9bc07e-554d-427f-abc4-a5048da6fb3f","8b9bc07e-554d-427f-abc4-a5048da6fb3f",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",53,109,406,367,"0965/8b9bc07e554d427fabc4a5048da6fb3f.jpg"
"8ba0c5a7-c7e4-42cf-a80a-543763b90779","8ba0c5a7-c7e4-42cf-a80a-543763b90779",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",451,77,459,505,"0867/8ba0c5a7c7e442cfa80a543763b90779.jpg"
"8c23ba03-a8c7-426d-82e6-bd931b858d6c","8c23ba03-a8c7-426d-82e6-bd931b858d6c",798,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Myrtle)",241,198,593,520,"0798/8c23ba03a8c7426d82e6bd931b858d6c.jpg"
"8c3b5c6e-b721-41ad-8749-6db8bbe38402","8c3b5c6e-b721-41ad-8749-6db8bbe38402",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",424,72,417,486,"0862/8c3b5c6eb72141ad87496db8bbe38402.jpg"
"8cdb1c07-1c32-46d2-981c-3636560fa6e5","8cdb1c07-1c32-46d2-981c-3636560fa6e5",874,"Perching Birds","Wood-Warblers","Blackburnian Warbler",22,207,564,"Blackburnian Warbler",52,396,510,616,"0874/8cdb1c071c3246d2981c3636560fa6e5.jpg"
"8cdf3204-e0f1-482b-9546-5edca3d81376","8cdf3204-e0f1-482b-9546-5edca3d81376",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",38,104,548,459,"0885/8cdf3204e0f1482b95465edca3d81376.jpg"
"8d47d83d-7e73-4d35-94ec-d814380febc6","8d47d83d-7e73-4d35-94ec-d814380febc6",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",9,169,571,606,"0756/8d47d83d7e734d3594ecd814380febc6.jpg"
"8d7023aa-7402-40d2-98a2-14ffc71b5bee","8d7023aa-7402-40d2-98a2-14ffc71b5bee",868,"Perching Birds","Wood-Warblers","Nashville Warbler",22,207,293,"Nashville Warbler",235,288,682,354,"0868/8d7023aa740240d298a214ffc71b5bee.jpg"
"8ddd2e30-a1d0-479f-9cbe-591213023893","8ddd2e30-a1d0-479f-9cbe-591213023893",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",163,198,493,354,"0864/8ddd2e30a1d0479f9cbe591213023893.jpg"
"8e379ec1-757d-4427-a0ff-d4efdd6a50c4","8e379ec1-757d-4427-a0ff-d4efdd6a50c4",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",79,157,728,453,"0761/8e379ec1757d4427a0ffd4efdd6a50c4.jpg"
"8e7a83ca-b055-4f2d-af15-9a863e18fe8d","8e7a83ca-b055-4f2d-af15-9a863e18fe8d",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",349,186,479,351,"0876/8e7a83cab0554f2daf159a863e18fe8d.jpg"
"8efcaa46-83ab-4dee-a35f-850402aa21ae","8efcaa46-83ab-4dee-a35f-850402aa21ae",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",275,210,469,421,"0866/8efcaa4683ab4deea35f850402aa21ae.jpg"
"8f4ceba4-4033-48fd-83d9-6da179c939f9","8f4ceba4-4033-48fd-83d9-6da179c939f9",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",290,60,683,575,"1009/8f4ceba4403348fd83d96da179c939f9.jpg"
"8f653f12-3a8f-4038-8cde-d18275485f6a","8f653f12-3a8f-4038-8cde-d18275485f6a",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",141,219,589,639,"0747/8f653f123a8f40388cded18275485f6a.jpg"
"8f917ff3-2930-4f81-812b-19555fe71261","8f917ff3-2930-4f81-812b-19555fe71261",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",382,163,451,518,"0756/8f917ff329304f81812b19555fe71261.jpg"
"8fdba999-b946-4c7d-9891-336018b563ef","8fdba999-b946-4c7d-9891-336018b563ef",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",157,230,681,609,"0860/8fdba999b9464c7d9891336018b563ef.jpg"
"8fdf4047-c2dc-42bc-9724-c35bd113f1dc","8fdf4047-c2dc-42bc-9724-c35bd113f1dc",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",402,193,581,441,"0757/8fdf4047c2dc42bc9724c35bd113f1dc.jpg"
"8fdfa93c-88d0-4311-be2d-7f799fcaa8de","8fdfa93c-88d0-4311-be2d-7f799fcaa8de",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",68,175,497,388,"0756/8fdfa93c88d04311be2d7f799fcaa8de.jpg"
"903939ef-a67c-40d3-841d-52555815cd88","903939ef-a67c-40d3-841d-52555815cd88",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",30,55,793,503,"0883/903939efa67c40d3841d52555815cd88.jpg"
"909522b2-7875-445b-bb57-b0e74e1bd322","909522b2-7875-445b-bb57-b0e74e1bd322",966,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",46,216,640,700,"0966/909522b27875445bbb57b0e74e1bd322.jpg"
"90b702a6-3dba-446a-9bba-a2ee096baf49","90b702a6-3dba-446a-9bba-a2ee096baf49",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",98,73,561,612,"0873/90b702a63dba446a9bbaa2ee096baf49.jpg"
"91475ed5-c5a0-4740-9abd-1bffbc33d8cf","91475ed5-c5a0-4740-9abd-1bffbc33d8cf",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",20,101,679,698,"0958/91475ed5c5a047409abd1bffbc33d8cf.jpg"
"915bd12a-70a4-419c-9026-51f4c9d1cc29","915bd12a-70a4-419c-9026-51f4c9d1cc29",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",45,58,889,707,"1009/915bd12a70a4419c902651f4c9d1cc29.jpg"
"9199a691-d36e-4ece-a815-078384ea6f06","9199a691-d36e-4ece-a815-078384ea6f06",761,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Breeding male)",338,199,685,527,"0761/9199a691d36e4ecea815078384ea6f06.jpg"
"91a048c0-e749-433b-9147-0c671dc5b4ca","91a048c0-e749-433b-9147-0c671dc5b4ca",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",413,152,475,400,"0757/91a048c0e749433b91470c671dc5b4ca.jpg"
"91ed40d2-8076-4660-b509-066dc3d9cdb7","91ed40d2-8076-4660-b509-066dc3d9cdb7",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",281,152,711,423,"0965/91ed40d280764660b509066dc3d9cdb7.jpg"
"92004ba0-9960-4e89-947c-021e0a603e1f","92004ba0-9960-4e89-947c-021e0a603e1f",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",28,150,772,385,"0965/92004ba099604e89947c021e0a603e1f.jpg"
"9216c2e8-fa43-4f52-bd4c-a24997814d80","9216c2e8-fa43-4f52-bd4c-a24997814d80",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",359,114,506,653,"0965/9216c2e8fa434f52bd4ca24997814d80.jpg"
"929b14f1-86d1-4981-8713-e007090ed444","929b14f1-86d1-4981-8713-e007090ed444",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",184,215,530,390,"0747/929b14f186d149818713e007090ed444.jpg"
"92dfb495-bed8-47c4-9c3f-9ab1dde6c74b","92dfb495-bed8-47c4-9c3f-9ab1dde6c74b",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",256,240,634,473,"0876/92dfb495bed847c49c3f9ab1dde6c74b.jpg"
"92ed1ceb-29ef-4044-9601-78d7806e2396","92ed1ceb-29ef-4044-9601-78d7806e2396",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",53,326,441,554,"0757/92ed1ceb29ef4044960178d7806e2396.jpg"
"92f0146c-20c4-482e-aef5-adb693790338","92f0146c-20c4-482e-aef5-adb693790338",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",279,114,712,523,"0862/92f0146c20c4482eaef5adb693790338.jpg"
"92f90b14-504a-487c-ab18-93552cad2c8f","92f90b14-504a-487c-ab18-93552cad2c8f",967,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Female/immature male)",36,135,759,439,"0967/92f90b14504a487cab1893552cad2c8f.jpg"
"92fcd8a4-8193-4a6a-ae09-dd4a6338b0df","92fcd8a4-8193-4a6a-ae09-dd4a6338b0df",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",152,150,492,363,"0862/92fcd8a481934a6aae09dd4a6338b0df.jpg"
"9328bc61-cf73-496f-8e4b-cd5a951f014f","9328bc61-cf73-496f-8e4b-cd5a951f014f",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",288,156,733,498,"0968/9328bc61cf73496f8e4bcd5a951f014f.jpg"
"938cddc8-8964-4bca-840d-2e807c5766b1","938cddc8-8964-4bca-840d-2e807c5766b1",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",25,6,674,473,"0964/938cddc889644bca840d2e807c5766b1.jpg"
"93a27239-8317-4e08-98ca-d8b1ff298e07","93a27239-8317-4e08-98ca-d8b1ff298e07",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",143,147,386,427,"0866/93a2723983174e0898cad8b1ff298e07.jpg"
"93d1f8dc-acf2-4f03-bd8d-8ec35df276ed","93d1f8dc-acf2-4f03-bd8d-8ec35df276ed",874,"Perching Birds","Wood-Warblers","Blackburnian Warbler",22,207,564,"Blackburnian Warbler",403,187,356,383,"0874/93d1f8dcacf24f03bd8d8ec35df276ed.jpg"
"93e18427-d6e3-4dfd-b124-c7701f92c081","93e18427-d6e3-4dfd-b124-c7701f92c081",964,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Female/juvenile)",140,194,512,451,"0964/93e18427d6e34dfdb124c7701f92c081.jpg"
"940c2876-d656-4a10-8770-72619c83d0a6","940c2876-d656-4a10-8770-72619c83d0a6",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",224,133,559,519,"0860/940c2876d6564a10877072619c83d0a6.jpg"
"94165b73-dffb-424b-ae82-cf35dc08726e","94165b73-dffb-424b-ae82-cf35dc08726e",967,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Female/immature male)",112,111,507,461,"0967/94165b73dffb424bae82cf35dc08726e.jpg"
"945c6710-d15b-4a5b-a8f6-69af0850357f","945c6710-d15b-4a5b-a8f6-69af0850357f",866,"Perching Birds","Wood-Warblers","Tennessee Warbler",22,207,283,"Tennessee Warbler",174,144,426,357,"0866/945c6710d15b4a5ba8f669af0850357f.jpg"
"94b06dd7-5e60-4acd-bc4d-d4f7cb644396","94b06dd7-5e60-4acd-bc4d-d4f7cb644396",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",225,218,376,587,"0873/94b06dd75e604acdbc4dd4f7cb644396.jpg"
"94c7f207-1115-4451-b22b-1f74b3661208","94c7f207-1115-4451-b22b-1f74b3661208",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",309,129,382,408,"0757/94c7f20711154451b22b1f74b3661208.jpg"
"94dac6e4-1cd4-4123-9e18-d97461e37562","94dac6e4-1cd4-4123-9e18-d97461e37562",883,"Perching Birds","Wood-Warblers","Black-throated Green Warbler",22,207,732,"Black-throated Green Warbler",0,222,655,524,"0883/94dac6e41cd441239e18d97461e37562.jpg"
"94ef7afc-e0e6-4a15-98c6-0bfac82bc832","94ef7afc-e0e6-4a15-98c6-0bfac82bc832",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",426,122,370,460,"0860/94ef7afce0e64a1598c60bfac82bc832.jpg"
"94f9e011-cfa9-4ce6-9d4d-223a70015be1","94f9e011-cfa9-4ce6-9d4d-223a70015be1",873,"Perching Birds","Wood-Warblers","Northern Parula",22,207,423,"Northern Parula",174,165,357,511,"0873/94f9e011cfa94ce69d4d223a70015be1.jpg"
"95335288-b20f-4cd6-9c03-9eda62a581da","95335288-b20f-4cd6-9c03-9eda62a581da",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",286,143,694,461,"0958/95335288b20f4cd69c039eda62a581da.jpg"
"956ebf2f-67f0-4e6b-9e32-9ef2243e0f81","956ebf2f-67f0-4e6b-9e32-9ef2243e0f81",864,"Perching Birds","Wood-Warblers","Black-and-white Warbler",22,207,272,"Black-and-white Warbler",313,143,617,412,"0864/956ebf2f67f04e6b9e329ef2243e0f81.jpg"
"9593362c-9fe5-4d12-9735-6000a11f6aa5","9593362c-9fe5-4d12-9735-6000a11f6aa5",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",166,157,444,426,"0860/9593362c9fe54d1297356000a11f6aa5.jpg"
"95abb62a-5379-4536-995a-479dfdff62b6","95abb62a-5379-4536-995a-479dfdff62b6",881,"Perching Birds","Wood-Warblers","Townsend's Warbler",22,207,721,"Townsend's Warbler",184,82,602,358,"0881/95abb62a53794536995a479dfdff62b6.jpg"
"95d1aafc-9cd7-4b12-be98-5c16edb36e24","95d1aafc-9cd7-4b12-be98-5c16edb36e24",963,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Female/immature male)",27,109,589,473,"0963/95d1aafc9cd74b12be985c16edb36e24.jpg"
"95fce311-cfae-416e-9094-0ecff1810308","95fce311-cfae-416e-9094-0ecff1810308",966,"Perching Birds","Wood-Warblers","Bay-breasted Warbler",22,207,443,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)",428,174,454,406,"0966/95fce311cfae416e90940ecff1810308.jpg"
"964681ca-655d-408e-8a1c-8df41e688c4a","964681ca-655d-408e-8a1c-8df41e688c4a",876,"Perching Birds","Wood-Warblers","Palm Warbler",22,207,598,"Palm Warbler",10,141,766,436,"0876/964681ca655d408e8a1c8df41e688c4a.jpg"
"967c63af-8f6a-483f-9122-0c79d97fd22e","967c63af-8f6a-483f-9122-0c79d97fd22e",884,"Perching Birds","Wood-Warblers","Canada Warbler",22,207,736,"Canada Warbler",45,187,789,448,"0884/967c63af8f6a483f91220c79d97fd22e.jpg"
"967d5ace-d5d1-4c82-87f9-746e769e4d5d","967d5ace-d5d1-4c82-87f9-746e769e4d5d",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",66,134,514,407,"1009/967d5aced5d14c8287f9746e769e4d5d.jpg"
"96c1bf35-26b6-4428-b19d-bdb5efe1367a","96c1bf35-26b6-4428-b19d-bdb5efe1367a",756,"Perching Birds","Wood-Warblers","Common Yellowthroat",22,207,391,"Common Yellowthroat (Adult Male)",97,171,537,355,"0756/96c1bf3526b64428b19dbdb5efe1367a.jpg"
"96c97a04-86c4-40ea-83e0-eb395d6ba452","96c97a04-86c4-40ea-83e0-eb395d6ba452",757,"Perching Birds","Wood-Warblers","American Redstart",22,207,412,"American Redstart (Adult Male)",346,185,397,454,"0757/96c97a0486c440ea83e0eb395d6ba452.jpg"
"96da3b81-00b0-4ce7-be7f-4c68c001eb02","96da3b81-00b0-4ce7-be7f-4c68c001eb02",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",33,189,784,383,"0968/96da3b8100b04ce7be7f4c68c001eb02.jpg"
"96f89270-febc-4f09-b8c3-53a249ff00ea","96f89270-febc-4f09-b8c3-53a249ff00ea",958,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Audubon's)",34,358,498,420,"0958/96f89270febc4f09b8c353a249ff00ea.jpg"
"97243e18-4dba-4af8-b49f-b3b635c90ac4","97243e18-4dba-4af8-b49f-b3b635c90ac4",886,"Perching Birds","Wood-Warblers","Yellow-breasted Chat",22,207,745,"Yellow-breasted Chat",423,226,455,371,"0886/97243e184dba4af8b49fb3b635c90ac4.jpg"
"97414a9e-2ea0-4a63-8445-edb90d0c53a0","97414a9e-2ea0-4a63-8445-edb90d0c53a0",885,"Perching Birds","Wood-Warblers","Wilson's Warbler",22,207,743,"Wilson's Warbler",144,283,646,385,"0885/97414a9e2ea04a638445edb90d0c53a0.jpg"
"97db219e-5e1c-4020-baae-8c25fa580529","97db219e-5e1c-4020-baae-8c25fa580529",760,"Perching Birds","Wood-Warblers","Chestnut-sided Warbler",22,207,577,"Chestnut-sided Warbler (Breeding male)",38,124,904,431,"0760/97db219e5e1c4020baae8c25fa580529.jpg"
"97eef5bc-95e9-4cbb-982e-964b78a94d1e","97eef5bc-95e9-4cbb-982e-964b78a94d1e",747,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Breeding Myrtle)",266,190,718,442,"0747/97eef5bc95e94cbb982e964b78a94d1e.jpg"
"982902d8-14ad-4424-86f7-39a62488eb7d","982902d8-14ad-4424-86f7-39a62488eb7d",968,"Perching Birds","Wood-Warblers","Blackpoll Warbler",22,207,582,"Blackpoll Warbler (Female/juvenile)",192,187,788,441,"0968/982902d814ad442486f739a62488eb7d.jpg"
"989ec8e3-5e41-4055-b0b5-3d65b9c44917","989ec8e3-5e41-4055-b0b5-3d65b9c44917",884,"Perching Birds","Wood-Warblers","Canada Warbler",22,207,736,"Canada Warbler",279,154,406,358,"0884/989ec8e35e414055b0b53d65b9c44917.jpg"
"98d8cd96-1476-4fe0-a3a3-04f875500a1b","98d8cd96-1476-4fe0-a3a3-04f875500a1b",867,"Perching Birds","Wood-Warblers","Orange-crowned Warbler",22,207,289,"Orange-crowned Warbler",176,124,731,540,"0867/98d8cd9614764fe0a3a304f875500a1b.jpg"
"98fc8660-291b-4af3-9ab3-762cb042a24b","98fc8660-291b-4af3-9ab3-762cb042a24b",965,"Perching Birds","Wood-Warblers","Magnolia Warbler",22,207,430,"Magnolia Warbler (Female/immature male)",70,132,634,410,"0965/98fc8660291b4af39ab3762cb042a24b.jpg"
"995f0332-0439-4eb4-add3-957335dbf6d9","995f0332-0439-4eb4-add3-957335dbf6d9",874,"Perching Birds","Wood-Warblers","Blackburnian Warbler",22,207,564,"Blackburnian Warbler",25,159,930,454,"0874/995f033204394eb4add3957335dbf6d9.jpg"
"996100aa-6f99-4912-9131-9bbf3de2f194","996100aa-6f99-4912-9131-9bbf3de2f194",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",132,86,461,887,"1009/996100aa6f99491291319bbf3de2f194.jpg"
"99698b4d-b4a1-44bc-8c83-8ea755bbbf61","99698b4d-b4a1-44bc-8c83-8ea755bbbf61",875,"Perching Birds","Wood-Warblers","Yellow Warbler",22,207,573,"Yellow Warbler",178,195,385,653,"0875/99698b4db4a144bc8c838ea755bbbf61.jpg"
"998a6335-dd12-4d75-bd13-535286a30614","998a6335-dd12-4d75-bd13-535286a30614",1009,"Perching Birds","Wood-Warblers","Yellow-rumped Warbler",22,207,691,"Yellow-rumped Warbler (Winter/juvenile Audubon's)",372,105,459,522,"1009/998a6335dd124d75bd13535286a30614.jpg"
"99a99e39-8355-44ec-b993-e7bcec111e1c","99a99e39-8355-44ec-b993-e7bcec111e1c",862,"Perching Birds","Wood-Warblers","Northern Waterthrush",22,207,260,"Northern Waterthrush",254,338,395,365,"0862/99a99e39835544ecb993e7bcec111e1c.jpg"
"99c589b9-9140-4d17-90c0-b344323edcda","99c589b9-9140-4d17-90c0-b344323edcda",860,"Perching Birds","Wood-Warblers","Ovenbird",22,207,251,"Ovenbird",249,194,531,395,"0860/99c589b991404d1790c0b344323edcda.jpg"
